ResponseId,Age,EdLevel,Country
52344,25-34 years old,Master’s Degree,France
52345,Under 18 years old,Other,Portugal
52346,25-34 years old,Master’s Degree,Poland
52347,18-24 years old,Bachelor’s Degree,Germany
52348,35-44 years old,Master’s Degree,Germany
52349,35-44 years old,Professional Degree,Germany
52350,18-24 years old,Secondary School,Romania
52351,35-44 years old,Master’s Degree,Austria
52352,35-44 years old,Master’s Degree,France
52353,25-34 years old,Secondary School,Austria
52354,35-44 years old,Master’s Degree,Romania
52355,25-34 years old,Master’s Degree,Croatia
52356,35-44 years old,Master’s Degree,Germany
52357,18-24 years old,Bachelor’s Degree,Iran
52358,35-44 years old,Bachelor’s Degree,United Kingdom
52359,25-34 years old,Master’s Degree,India
52360,35-44 years old,Master’s Degree,Ukraine
52361,18-24 years old,Bachelor’s Degree,France
52362,35-44 years old,Bachelor’s Degree,France
52363,35-44 years old,Bachelor’s Degree,Germany
52364,35-44 years old,Uncompleted Studies,Russian Federation
52365,45-54 years old,Bachelor’s Degree,United Kingdom
52366,25-34 years old,Master’s Degree,Italy
52367,35-44 years old,Bachelor’s Degree,United Kingdom
52368,35-44 years old,Professional Degree,Germany
52369,18-24 years old,Secondary School,Russian Federation
52370,35-44 years old,Master’s Degree,Netherlands
52371,25-34 years old,Master’s Degree,France
52372,25-34 years old,Master’s Degree,Slovakia
52373,35-44 years old,Professional Degree,United Kingdom
52374,18-24 years old,Secondary School,Austria
52375,25-34 years old,Master’s Degree,France
52376,18-24 years old,Uncompleted Studies,United Kingdom
52377,25-34 years old,Master’s Degree,Germany
52378,18-24 years old,Master’s Degree,France
52379,45-54 years old,Bachelor’s Degree,Australia
52380,55-64 years old,Uncompleted Studies,Germany
52381,55-64 years old,Master’s Degree,France
52382,18-24 years old,Master’s Degree,France
52383,25-34 years old,Master’s Degree,Netherlands
52384,25-34 years old,Bachelor’s Degree,India
52385,25-34 years old,Bachelor’s Degree,Spain
52386,45-54 years old,Master’s Degree,Switzerland
52387,18-24 years old,Bachelor’s Degree,Russian Federation
52388,35-44 years old,Master’s Degree,United Kingdom
52389,25-34 years old,Other,Switzerland
52390,25-34 years old,Bachelor’s Degree,Belgium
52391,18-24 years old,Bachelor’s Degree,Russian Federation
52392,18-24 years old,Uncompleted Studies,Bulgaria
52393,18-24 years old,Secondary School,China
52394,18-24 years old,Bachelor’s Degree,India
52395,25-34 years old,Other,Germany
52396,35-44 years old,Master’s Degree,India
52397,45-54 years old,Master’s Degree,Denmark
52398,25-34 years old,Master’s Degree,Germany
52399,45-54 years old,Master’s Degree,Germany
52400,25-34 years old,Master’s Degree,Italy
52401,65 years or older,Uncompleted Studies,United Kingdom
52402,45-54 years old,Professional Degree,New Zealand
52403,35-44 years old,Associate Degree,Russian Federation
52404,25-34 years old,Bachelor’s Degree,Germany
52405,Under 18 years old,Other,Andorra
52406,25-34 years old,Bachelor’s Degree,Norway
52407,25-34 years old,Master’s Degree,Spain
52408,25-34 years old,Uncompleted Studies,Poland
52409,18-24 years old,Bachelor’s Degree,Germany
52410,25-34 years old,Professional Degree,Lebanon
52411,35-44 years old,Professional Degree,France
52412,45-54 years old,Associate Degree,Australia
52413,35-44 years old,Master’s Degree,Spain
52414,25-34 years old,Bachelor’s Degree,United Kingdom
52415,25-34 years old,Bachelor’s Degree,Denmark
52416,25-34 years old,Bachelor’s Degree,Denmark
52417,18-24 years old,Bachelor’s Degree,India
52418,18-24 years old,Other,Israel
52419,35-44 years old,Master’s Degree,Germany
52420,35-44 years old,Bachelor’s Degree,Australia
52421,25-34 years old,Bachelor’s Degree,United Kingdom
52422,25-34 years old,Master’s Degree,Germany
52423,18-24 years old,Master’s Degree,India
52424,45-54 years old,Master’s Degree,France
52425,25-34 years old,Master’s Degree,Ireland
52426,25-34 years old,Master’s Degree,Germany
52427,35-44 years old,Professional Degree,Germany
52428,25-34 years old,Bachelor’s Degree,United Kingdom
52429,35-44 years old,Master’s Degree,United Kingdom
52430,25-34 years old,Bachelor’s Degree,Hungary
52431,18-24 years old,Bachelor’s Degree,Republic of Moldova
52432,18-24 years old,Bachelor’s Degree,Poland
52433,25-34 years old,Uncompleted Studies,Germany
52434,35-44 years old,Uncompleted Studies,Czech Republic
52435,25-34 years old,Bachelor’s Degree,Ukraine
52436,25-34 years old,Uncompleted Studies,Bulgaria
52437,35-44 years old,Master’s Degree,Estonia
52438,55-64 years old,Professional Degree,Thailand
52439,45-54 years old,Secondary School,Italy
52440,35-44 years old,Master’s Degree,Ukraine
52441,25-34 years old,Bachelor’s Degree,United Kingdom
52442,18-24 years old,Bachelor’s Degree,Egypt
52443,35-44 years old,Bachelor’s Degree,Germany
52444,35-44 years old,Master’s Degree,France
52445,45-54 years old,Bachelor’s Degree,Ukraine
52446,35-44 years old,Uncompleted Studies,Sweden
52447,25-34 years old,Bachelor’s Degree,Poland
52448,18-24 years old,Bachelor’s Degree,Kenya
52449,45-54 years old,Professional Degree,France
52450,45-54 years old,Bachelor’s Degree,Portugal
52451,45-54 years old,Bachelor’s Degree,Ireland
52452,18-24 years old,Bachelor’s Degree,Germany
52453,18-24 years old,Secondary School,India
52454,25-34 years old,Bachelor’s Degree,Netherlands
52455,55-64 years old,Secondary School,Australia
52456,35-44 years old,Associate Degree,United Kingdom
52457,35-44 years old,Bachelor’s Degree,India
52458,25-34 years old,Secondary School,Denmark
52459,25-34 years old,Unknown,Unknown
52460,25-34 years old,Bachelor’s Degree,Brazil
52461,45-54 years old,Master’s Degree,Italy
52462,35-44 years old,Master’s Degree,India
52463,35-44 years old,Master’s Degree,Germany
52464,25-34 years old,Bachelor’s Degree,India
52465,18-24 years old,Uncompleted Studies,Switzerland
52466,35-44 years old,Bachelor’s Degree,United Kingdom
52467,35-44 years old,Bachelor’s Degree,Canada
52468,45-54 years old,Bachelor’s Degree,United Kingdom
52469,25-34 years old,Bachelor’s Degree,Turkey
52470,45-54 years old,Master’s Degree,United Kingdom
52471,45-54 years old,Unknown,Unknown
52472,45-54 years old,Master’s Degree,Nomadic
52473,25-34 years old,Master’s Degree,Poland
52474,18-24 years old,Unknown,Unknown
52475,18-24 years old,Bachelor’s Degree,Indonesia
52476,18-24 years old,Bachelor’s Degree,India
52477,25-34 years old,Unknown,Unknown
52478,25-34 years old,Secondary School,United Kingdom
52479,25-34 years old,Bachelor’s Degree,Turkey
52480,35-44 years old,Bachelor’s Degree,United Kingdom
52481,18-24 years old,Bachelor’s Degree,India
52482,25-34 years old,Unknown,Unknown
52483,35-44 years old,Professional Degree,Germany
52484,35-44 years old,Master’s Degree,Switzerland
52485,55-64 years old,Bachelor’s Degree,France
52486,35-44 years old,Bachelor’s Degree,Germany
52487,18-24 years old,Unknown,Unknown
52488,25-34 years old,Bachelor’s Degree,Canada
52489,45-54 years old,Bachelor’s Degree,USA
52490,18-24 years old,Bachelor’s Degree,India
52491,25-34 years old,Unknown,Unknown
52492,25-34 years old,Master’s Degree,United Kingdom
52493,45-54 years old,Master’s Degree,India
52494,25-34 years old,Uncompleted Studies,United Kingdom
52495,25-34 years old,Master’s Degree,France
52496,25-34 years old,Bachelor’s Degree,Ukraine
52497,25-34 years old,Bachelor’s Degree,Turkey
52498,18-24 years old,Uncompleted Studies,New Zealand
52499,18-24 years old,Unknown,Unknown
52500,25-34 years old,Unknown,Unknown
52501,45-54 years old,Master’s Degree,Russian Federation
52502,45-54 years old,Unknown,Unknown
52503,45-54 years old,Unknown,Unknown
52504,25-34 years old,Unknown,Unknown
52505,35-44 years old,Master’s Degree,Spain
52506,18-24 years old,Secondary School,Switzerland
52507,35-44 years old,Bachelor’s Degree,United Kingdom
52508,25-34 years old,Master’s Degree,India
52509,25-34 years old,Unknown,Unknown
52510,35-44 years old,Bachelor’s Degree,United Kingdom
52511,65 years or older,Uncompleted Studies,USA
52512,18-24 years old,Bachelor’s Degree,Unknown
52513,45-54 years old,Uncompleted Studies,Hong Kong (S.A.R.)
52514,35-44 years old,Master’s Degree,South Korea
52515,25-34 years old,Bachelor’s Degree,Germany
52516,25-34 years old,Master’s Degree,Lithuania
52517,18-24 years old,Bachelor’s Degree,Japan
52518,45-54 years old,Professional Degree,Spain
52519,18-24 years old,Bachelor’s Degree,Russian Federation
52520,Prefer not to say,Other,Romania
52521,25-34 years old,Bachelor’s Degree,Ukraine
52522,35-44 years old,Master’s Degree,United Kingdom
52523,35-44 years old,Master’s Degree,Netherlands
52524,25-34 years old,Master’s Degree,Germany
52525,35-44 years old,Master’s Degree,Israel
52526,35-44 years old,Master’s Degree,Oman
52527,25-34 years old,Master’s Degree,Unknown
52528,25-34 years old,Master’s Degree,Austria
52529,65 years or older,Uncompleted Studies,USA
52530,25-34 years old,Master’s Degree,Belgium
52531,18-24 years old,Bachelor’s Degree,Russian Federation
52532,35-44 years old,Bachelor’s Degree,United Kingdom
52533,35-44 years old,Master’s Degree,Czech Republic
52534,35-44 years old,Secondary School,Bulgaria
52535,25-34 years old,Master’s Degree,Denmark
52536,35-44 years old,Master’s Degree,Unknown
52537,25-34 years old,Master’s Degree,Sweden
52538,25-34 years old,Bachelor’s Degree,Bosnia and Herzegovina
52539,25-34 years old,Secondary School,India
52540,25-34 years old,Master’s Degree,Slovakia
52541,25-34 years old,Bachelor’s Degree,Poland
52542,25-34 years old,Secondary School,Bulgaria
52543,18-24 years old,Unknown,Unknown
52544,18-24 years old,Unknown,Unknown
52545,18-24 years old,Primary School,India
52546,18-24 years old,Secondary School,Norway
52547,25-34 years old,Master’s Degree,Germany
52548,18-24 years old,Bachelor’s Degree,Netherlands
52549,35-44 years old,Master’s Degree,Austria
52550,35-44 years old,Master’s Degree,Spain
52551,25-34 years old,Unknown,Unknown
52552,45-54 years old,Uncompleted Studies,Japan
52553,55-64 years old,Bachelor’s Degree,USA
52554,18-24 years old,Unknown,Unknown
52555,18-24 years old,Unknown,Unknown
52556,18-24 years old,Bachelor’s Degree,USA
52557,25-34 years old,Bachelor’s Degree,Greece
52558,25-34 years old,Professional Degree,Germany
52559,18-24 years old,Unknown,Unknown
52560,35-44 years old,Master’s Degree,Lithuania
52561,18-24 years old,Master’s Degree,Russian Federation
52562,18-24 years old,Unknown,Unknown
52563,18-24 years old,Unknown,Unknown
52564,25-34 years old,Master’s Degree,Iran
52565,35-44 years old,Bachelor’s Degree,Bangladesh
52566,25-34 years old,Bachelor’s Degree,India
52567,25-34 years old,Bachelor’s Degree,Switzerland
52568,55-64 years old,Master’s Degree,Spain
52569,25-34 years old,Bachelor’s Degree,Poland
52570,35-44 years old,Secondary School,Germany
52571,35-44 years old,Bachelor’s Degree,Georgia
52572,45-54 years old,Unknown,Unknown
52573,18-24 years old,Other,Germany
52574,35-44 years old,Master’s Degree,Germany
52575,25-34 years old,Master’s Degree,Poland
52576,18-24 years old,Unknown,Unknown
52577,25-34 years old,Bachelor’s Degree,Sweden
52578,18-24 years old,Unknown,Unknown
52579,35-44 years old,Master’s Degree,Unknown
52580,25-34 years old,Uncompleted Studies,Denmark
52581,25-34 years old,Unknown,Unknown
52582,65 years or older,Uncompleted Studies,Germany
52583,25-34 years old,Bachelor’s Degree,Cyprus
52584,18-24 years old,Uncompleted Studies,Russian Federation
52585,25-34 years old,Bachelor’s Degree,Egypt
52586,45-54 years old,Master’s Degree,United Kingdom
52587,35-44 years old,Master’s Degree,Armenia
52588,25-34 years old,Bachelor’s Degree,Canada
52589,25-34 years old,Master’s Degree,Switzerland
52590,Prefer not to say,Uncompleted Studies,Canada
52591,25-34 years old,Master’s Degree,Sweden
52592,18-24 years old,Unknown,Unknown
52593,25-34 years old,Secondary School,Germany
52594,Under 18 years old,Unknown,Unknown
52595,25-34 years old,Unknown,Unknown
52596,18-24 years old,Uncompleted Studies,Unknown
52597,25-34 years old,Uncompleted Studies,Austria
52598,35-44 years old,Other,Germany
52599,18-24 years old,Associate Degree,Netherlands
52600,35-44 years old,Uncompleted Studies,Netherlands
52601,25-34 years old,Bachelor’s Degree,Sweden
52602,35-44 years old,Bachelor’s Degree,Hungary
52603,25-34 years old,Master’s Degree,Greece
52604,45-54 years old,Professional Degree,Germany
52605,35-44 years old,Master’s Degree,USA
52606,65 years or older,Master’s Degree,Germany
52607,45-54 years old,Master’s Degree,Spain
52608,25-34 years old,Master’s Degree,Ukraine
52609,25-34 years old,Bachelor’s Degree,India
52610,25-34 years old,Bachelor’s Degree,Unknown
52611,18-24 years old,Unknown,Unknown
52612,35-44 years old,Master’s Degree,Portugal
52613,25-34 years old,Unknown,Unknown
52614,35-44 years old,Master’s Degree,Germany
52615,35-44 years old,Master’s Degree,Czech Republic
52616,65 years or older,Bachelor’s Degree,New Zealand
52617,35-44 years old,Unknown,Unknown
52618,18-24 years old,Bachelor’s Degree,India
52619,25-34 years old,Master’s Degree,Australia
52620,18-24 years old,Bachelor’s Degree,Unknown
52621,25-34 years old,Unknown,Unknown
52622,18-24 years old,Unknown,Unknown
52623,35-44 years old,Unknown,Unknown
52624,35-44 years old,Secondary School,Austria
52625,25-34 years old,Master’s Degree,Austria
52626,25-34 years old,Bachelor’s Degree,Nepal
52627,25-34 years old,Master’s Degree,Germany
52628,45-54 years old,Master’s Degree,Norway
52629,18-24 years old,Unknown,Unknown
52630,45-54 years old,Master’s Degree,France
52631,18-24 years old,Master’s Degree,Unknown
52632,35-44 years old,Unknown,Unknown
52633,35-44 years old,Bachelor’s Degree,United Kingdom
52634,25-34 years old,Master’s Degree,Germany
52635,35-44 years old,Uncompleted Studies,Unknown
52636,35-44 years old,Bachelor’s Degree,Netherlands
52637,35-44 years old,Secondary School,Italy
52638,25-34 years old,Master’s Degree,France
52639,25-34 years old,Bachelor’s Degree,Austria
52640,25-34 years old,Other,Germany
52641,18-24 years old,Unknown,Unknown
52642,18-24 years old,Unknown,Unknown
52643,25-34 years old,Master’s Degree,India
52644,25-34 years old,Secondary School,Germany
52645,25-34 years old,Master’s Degree,Germany
52646,25-34 years old,Master’s Degree,Netherlands
52647,25-34 years old,Unknown,Unknown
52648,18-24 years old,Unknown,Unknown
52649,25-34 years old,Uncompleted Studies,Russian Federation
52650,18-24 years old,Bachelor’s Degree,India
52651,35-44 years old,Uncompleted Studies,Germany
52652,18-24 years old,Master’s Degree,Unknown
52653,25-34 years old,Uncompleted Studies,USA
52654,35-44 years old,Secondary School,Italy
52655,18-24 years old,Primary School,Poland
52656,25-34 years old,Bachelor’s Degree,Poland
52657,45-54 years old,Master’s Degree,Netherlands
52658,35-44 years old,Master’s Degree,USA
52659,35-44 years old,Master’s Degree,France
52660,35-44 years old,Bachelor’s Degree,Spain
52661,35-44 years old,Master’s Degree,Canada
52662,35-44 years old,Bachelor’s Degree,United Kingdom
52663,25-34 years old,Bachelor’s Degree,France
52664,25-34 years old,Master’s Degree,Austria
52665,18-24 years old,Unknown,Unknown
52666,25-34 years old,Bachelor’s Degree,Germany
52667,25-34 years old,Bachelor’s Degree,United Kingdom
52668,45-54 years old,Master’s Degree,Israel
52669,25-34 years old,Professional Degree,Switzerland
52670,25-34 years old,Secondary School,Netherlands
